course code,course title,course description,active status,start date,end date
SMU  142,Performance (non-major) Organ,Private instruction in organ.    When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.   Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,SP 0203,SP 2526
SCS  140,Computer Science II,,Inactive,SP 0203,SP 9495
SMU  144,Performance (non-major) Flute,Private instruction in flute.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.   Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,SP 2526
SCS  141,Prog II: Mobile App Development,"This course utilizes the Objective C programming language on mobile platforms. Current platforms are the iPhone and iPad. The platform is updated as needed. Students learn advanced programming concepts such as GUI development, modular programming, object-",Active,SP 1415,SP 2526
SMU  152,Performance (non-major) Percussion,Private instruction in percussion.    When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.  Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,SP 2526
SMU  154,Performance (non-major) Cello,Private instruction in cello/bass.    When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.  Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,SP 0203,SP 2526
SNT  361,Sports and Performance Nutrition,"Integrates knowledge of fitness, sports, and performance nutrition throughout the life cycle. Students will analyze and research the safety and validity of ergogenic aids while integrating sports organizations' regulations; demonstrate competence using va",Active,FA 2122,FA 2425
SMU  162,Harmony II,Continuation of SMU 160 with more advances theoretical concepts including four-voice part writing and secondary function.   When Offered: Spring semester. Prerequistite(s): A grade of C or better in SMU 160.,Active,SP 0203,SP 2526
SNT  410,Independent Study,Taught by arrangement with instructor. Variety of topics open to advanced students.   Permission Required. Repeatable for credit.,Active,SU 1314,SP 2526
SMU  166,Sound Theory and Practice,"This course is an introduction to the theory and practice of audio production and its application to music, theatre, and commercial events.  Students will become familiar with the professional methods utilized in producing and recording quality live audio",Active,SP 1920,SP 2526
SNT  426,Food Serv Sys Mgmt II: Sup Practice,Off-campus experience in the management function of a food service organization. Competence developed in managing the operation of a food service facility. Credits: 4.When Offered: Spring semester.Dietetics majors only.Prerequisites: SNT 326 and SNT 405. ,Inactive,SP 0203,SP 2122
SMU  183,Opera Workshop,"The opera workshop is designed to develop in the singer the interpretive and technical skills required in opera. These include dramatic interpretation of characters, staging, blocking, movement, and other elements of production. The workshop culminates in",Active,FA 0809,SP 2526
SMU  185,University Choir,A non-auditioned ensemble open to all students of all voice types regardless of major. The ensemble explores the vast repertoire of choral music in a wide variety of styles. The group occassionally splits to form a tenor/bass ensemble and a soprano/alto e,Active,SP 0203,CA 2526
SNT  502,Nutrition Counseling,"Examination and application of counseling skills, strategies and theories needed to promote health behavior change.  Students will be guided in the development of a personal counseling style and philosophy.  Focus on interactive learning of the counseling",Active,SP 2122,SP 2526
SMU  195,Wstmrlnd Youth Symphony Orchestra,"An orchestra open to musicians who play string,woodwind,brass, or percussion instruments.  Admission by audition. Counts toward the Artistic Expression requirement of the Liberal Arts Curriculum. Repeatable for credit. Fall and spring semesters. 0 or 1 cr",Inactive,FA 9596,FA 1011
SNT  503,Contemporary Issue Food & Nutrition,"Examines current and/or controversial nutrition, agricultural, and food science issues with an evidence-based approach. Topics may include organic and regenerative agriculture, biofortification and GMOs, sustainable food practices and food waste. Emphasis",Active,FA 2425,SP 2526
SNT  508,FSM I EL,"Off-campus experience in a quantity food service operation to develop skills in purchasing, production, and commercial food service equipment operation. Experience coordinated with classroom learning.   When Offered: Fall semester. Corequistite(s): SNT 53",Active,FA 2526,FA 2526
SMU  181,Sinfonia at Seton Hill,"Study of relevant works for string ensemble/chamber orchestra through rehearsal and performance. Particular attention to proper ensemble technique. Intonation, rhythmic accuracy, bowing, and other instrumental technique are addressed.    When Offered: Fal",Active,FA 1415,SP 2526
SMU  182,Griffin Band,The Griffin Band is an instrumental ensemble (marching/pep) open to all Seton Hill University students.     When Offered: OBC session 3. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 0809,SP 2526
SMU  184,Vocal Jazz Ensemble,,Inactive,FA 0809,FA 1011
SMU  205,Keyboard Strategies 3,"Designed to service the non-keyboard music major with early intermediate keyboard experience, this course introduces students to the basic skills necessary to achieve the required musical and keyboard proficiency for Level II in the major.  When Offered: ",Active,FA 1415,FA 2526
SMU  194,Percussion Ensemble,Performance of chamber music for combinations of percussion instruments.    When Offered: Fall and spring semesters. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,SP 2526
SMU  210,Civil Rights in 20 Songs,"Music has played an important role in societal doings of a culture. Like other art forms, music often responds to current issues, and when tracing the arc of civil rights through the last three centuries, music finds its place at critical moments, respond",Active,SP 2425,SP 2526
SMU  196,Handbell Choir,Performance of handbell music using 3-octave Schulmerich handbells.    When Offered: Fall semester. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,FA 2526
SMU  228,Class Piano II,"This course is designed to develop piano performance skills begun in SMU 128 (repertoire, scales, chords, harmonization, sightreading), at a more advanced level.    When Offered: Fall and spring semesters. Prerequistite(s): SMU 128.  Repeatable for credit",Active,FA 9596,SP 2526
SCS  142,Programming II: Math & Engineering,"Complex problems related to math and engineering will be solved utilizing industry-specific tools such as MATLAB, Python, and R.  A comprehensive approach to solution design, algorithm selection, and execution through standardized programming techniques w",Active,SP 2021,SP 2526
SNT  525,Leadership & Mgmt for Nutrition Pro,"Focus is on the enhancement of leadership skills and application of organization management principles to strengthen professional practice. Team dynamics, communication styles, workplace culture, and employee engagement are explored. Coaching strategies a",Active,FA 2122,FA 2526
SMU  197,Jazz Ensemble,Performance experience of jazz literature for the Big Band.  Admission by audition.    When Offered: Spring semester. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,SP 0203,SP 2526
SMU  220,Music Methods/Inclusive Classroom,"This course provides instructional methods and materials for teaching in the general music classroom. Students examine topics related to music teaching that include: instructional objectives, national and state standards, planning, principle learning theo",Active,FA 1516,FA 2526
SMU  236,Intro to Jazz Improvisation,An introduction to the fundamentals of jazz improvisation and jazz accompanying for instrumentalists and vocalists. Designed to provide students with fundamental resources and techniques necessary for successful improvisation in the jazz genre.   When Off,Active,SP 1516,SP 2526
SMU  241,Performance (sec) Voice,Private instruction in secondary voice for music majors and musical theatre majors.  1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or comp,Active,FA 9596,SP 2526
SMU  229,Class Voice II,"This course is designed to develop vocal performance skills begun in SMU 129, at a more advanced level.    When Offered: Spring semester. Prerequistite(s): SMU 129.",Active,FA 9596,SP 2526
SMU  248,Performance (sec) French Horn,Private instruction in secondary French horn for music majors.  1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credit. F,Active,SP 0203,SP 2526
